"no_nas";"nm_nas";"no_ident";"jns_ident";"created_at_kantor";"masa_ident";"tgl_ident";"acc_off";"bntk_hkm";"gol_pemilik";"status_nas";"flag_hub_bank";"sumber_dana";"tujuan_dana";"maks_trans";"penghasilan_bulan";"penghasilan_lainnya";"pengeluaran_bulan";"pengeluaran_lainnya";"npwp";"no_telp";"email";"bidang_usaha"
"37317ed3-86c6-4ef6-9486-00b474d4436a";"Sudiati Salwa";"c2f6bfb4-5af6-42e7-9e28-cb70874211ed";"1";"47";"1";"2024-08-09";"MXI";"19";"2";"""00""";"true";"4";"3";"4";"3";"2";"4";"0";"bf3f6156-27e2-4f48-be43-dad0b97113fd";"+62 (731) 1426-3745";"Pratiwi.Afifah67@gmail.co.id";"9"
"7de5b4f0-d43c-4604-bb08-2dec0eef6fed";"Pratiwi Hana";"6e8374ee-e42e-48de-8218-5041e887e7a7";"4";"235";"1";"2024-08-09";"Yih";"20";"1";"""00""";"false";"1";"2";"0";"1";"2";"2";"2";"c5a97cb3-ab33-4310-a9d4-7b79cf38edf1";"+62 (595) 7470-4989";"Jagaraga99@yahoo.com";"5"
"4cc4e51e-5f6a-4f1b-acdd-46817640fd05";"Natalia Susanti";"708bbc6a-8a5e-496a-bfa0-0611888319e7";"4";"359";"1";"2024-08-09";"umG";"20";"11";"""01""";"true";"1";"0";"3";"4";"0";"2";"1";"3271e91b-a031-4c18-9dc4-408069c1a9c2";"+62 (145) 6778-1807";"Jagapati_Wardana@yahoo.co.id";"7"
"1971a081-198c-4814-ae78-eb45cb932f32";"Rahimah Jelita";"1287fd06-1042-485e-8c61-bf16410893b3";"4";"90";"1";"2024-08-09";"GOO";"13";"8";"""01""";"true";"4";"3";"1";"1";"4";"3";"4";"95f2aca1-29de-4e4b-bd5c-7974a79f63f8";"+62 (756) 5633-4021";"Tsabita_Damayanti@yahoo.com";"0"
"d46db004-2448-41d0-b4fa-3e5c83c426d5";"Patricia Damayanti";"2f789ab5-302b-43f3-a6a0-04367981d06f";"2";"117";"1";"2024-08-09";"OSP";"12";"3";"""01""";"false";"4";"2";"4";"2";"3";"4";"1";"d8d899e8-82fd-4b73-8a64-0ef5d474a602";"+62 (583) 5879-0003";"Malika.Andini52@gmail.co.id";"5"
"083535fd-a359-4a53-a213-c38fd71af4b6";"Akarsana Jailani";"9e18d939-8f31-43de-a9c6-9a0dbb88a826";"1";"380";"1";"2024-08-09";"NkH";"6";"7";"""00""";"false";"0";"0";"3";"0";"1";"2";"0";"8d530645-d254-4c46-aae4-e4158e243dd5";"+62 (053) 8264-0087";"Agustina_Prastuti@gmail.com";"1"
"5b03a71e-3562-4709-9a61-e396da1d4770";"Saputri Sadina";"898f2239-566e-4a2c-8690-2e7a9e2c1a95";"3";"252";"0";"2024-08-09";"iru";"16";"14";"""01""";"true";"0";"1";"0";"1";"2";"0";"1";"0db94ee6-7650-4f4d-8fcb-9c985e88f580";"+62 (536) 5815-5586";"Oman_Waskita25@gmail.co.id";"5"
"7a99863b-a22a-43ad-b4dd-575a76f647fa";"Nasyidah Kamila";"e4e391b0-d401-408a-9570-72016e340569";"3";"104";"0";"2024-08-09";"qmS";"3";"12";"""00""";"false";"2";"0";"3";"1";"4";"4";"4";"bd36ba5b-369f-4459-a0ff-cd50f804c43a";"+62 (591) 4353-6858";"Sintia_Usada@yahoo.com";"7"
"bdb59ab9-304e-4cd7-935e-dafb9c99ec67";"Wijaya Salman";"0dc9bc7e-f231-49f2-a4bc-09026d19e3db";"2";"10";"0";"2024-08-09";"JEQ";"2";"6";"""00""";"true";"2";"4";"2";"3";"3";"4";"1";"b19aadf5-de81-421d-85d4-c194a580b286";"+62 (315) 0567-9642";"Fathonah.Padmasari@gmail.co.id";"4"
"93ad3fa7-7b1c-4848-8018-62334f8263ba";"Hamima Hamima Usada";"8970d9a6-ab4c-4f0f-82d8-49570775c1b4";"1";"365";"0";"2024-08-09";"juk";"0";"15";"""01""";"true";"3";"1";"4";"4";"4";"2";"3";"fc051dbd-81d6-46c5-b7f3-4090d8b41b4a";"+62 (874) 8914-5031";"Eli.Jelita79@gmail.co.id";"5"
"b4f5ed29-7204-46dc-bc22-b32fb75f5d2e";"Wahyudin Marsudi";"af319eda-35c4-47d7-821e-7f04d50ec44b";"2";"441";"0";"2024-08-09";"fym";"15";"20";"""00""";"true";"0";"3";"4";"0";"2";"1";"2";"07819653-746b-4ffa-9998-ac1a32ba2e3b";"+62 (413) 5282-4323";"Eman_Najmudin@yahoo.co.id";"6"
"99e04078-1911-4410-8599-f98235589754";"Ihsan Ihsan Jailani";"22339beb-4d4e-43e6-bce8-11f3214105c6";"3";"385";"0";"2024-08-09";"xhp";"11";"16";"""01""";"true";"2";"1";"3";"0";"1";"2";"0";"ce700fcf-163b-422d-bd08-7d4139960df1";"+62 (559) 8045-4549";"Samiah49@yahoo.co.id";"6"
"4a5fc1b3-98f9-42d3-bc54-d100ce0238fa";"Silvia Silvia Pertiwi";"8107aa99-881e-4be5-9d58-bacf53053887";"3";"490";"1";"2024-08-09";"PLZ";"18";"6";"""01""";"false";"0";"3";"1";"4";"4";"4";"1";"b7aa5b0e-b05b-4354-8759-87826b8dc0d7";"+62 (421) 3481-3208";"Indira_Ardiyanti@yahoo.co.id";"2"
"b661dade-ee66-4b00-99bb-1ef102698bbd";"Taswir Taswir Lazuardi";"6dd5a437-3ecb-4313-ab89-3664d4ad5fb5";"4";"164";"0";"2024-08-09";"gaZ";"18";"12";"""01""";"true";"3";"3";"3";"3";"0";"2";"2";"61b3f102-57fd-41a8-8741-60f3d102a227";"+62 (757) 6571-4951";"Gatot22@gmail.co.id";"3"
"1f3a5856-f202-40b7-b8f3-4158670ba2a5";"Sirait Artanto";"039c3428-5792-460f-87b1-fa7ac4aa3550";"1";"346";"0";"2024-08-09";"NsL";"11";"8";"""01""";"false";"4";"0";"2";"1";"3";"2";"4";"051e38ef-d7d3-4be1-ab8e-9c490c0f6cdc";"+62 (495) 2187-1550";"Nyana_Irawan96@yahoo.co.id";"0"
"626e0053-347f-47e1-9561-043040f58d29";"Rizki Rizki Hardiansyah";"37a13b3c-0d6c-4d55-bc4e-041687c642dc";"3";"30";"1";"2024-08-09";"pON";"17";"19";"""01""";"true";"0";"2";"0";"3";"0";"1";"3";"8a71a4ea-2ef0-43db-ac2d-879c345a25db";"+62 (928) 0155-5517";"Cakrawangsa9@yahoo.co.id";"9"
"8be600de-f588-4f74-95e2-301a16a12ff7";"Galar Galar Purnama";"e1dad4da-5dbf-4d85-aa23-d9b936f8f973";"1";"364";"1";"2024-08-09";"ctP";"3";"20";"""01""";"true";"2";"0";"0";"3";"4";"4";"3";"9ce2f206-60ba-499e-a4a4-39b69efed98e";"+62 (639) 4805-8732";"Eman.Prasetyo@yahoo.co.id";"2"
"6776d1ed-8d83-4010-b0ad-683c47579c2a";"Halima Fujiati";"3846b832-9ea2-4d46-b814-3eb7f5e4f46e";"3";"296";"0";"2024-08-09";"uEP";"4";"18";"""00""";"false";"4";"1";"3";"3";"3";"4";"1";"41fa2592-2532-43a3-9ee0-86c8a12afe43";"+62 (147) 0886-8737";"Bakijan_Perdana83@yahoo.com";"0"
"d8e7aeae-e8af-40d0-b179-e3ebd5f9cda9";"Umi Nathania";"ea472623-b534-4b71-a228-fa59849fc8f2";"4";"373";"1";"2024-08-09";"SkC";"0";"10";"""01""";"true";"1";"0";"3";"1";"4";"4";"2";"1d93c415-9e07-41f5-84f4-64876b6f795c";"+62 (508) 5050-3109";"Dadi20@yahoo.co.id";"3"
"09f8a63d-5918-48c9-a0b9-10e4c2b9df34";"Aqila Gabriella";"c19b842c-648e-4f95-9929-f4c9cc175960";"4";"205";"0";"2024-08-09";"qGv";"3";"13";"""01""";"false";"3";"3";"0";"2";"3";"2";"0";"e0470a80-9433-4787-8089-194deabd0422";"+62 (475) 2977-0592";"Aisyah14@gmail.com";"10"
"de6baf70-9135-46a2-b539-afb737e6aeaa";"Nova Fernanda";"05b1ac18-ceed-4296-9634-0f4c4c29b632";"4";"316";"0";"2024-08-09";"sCq";"8";"2";"""00""";"true";"1";"2";"3";"2";"0";"2";"3";"7b368f1e-a455-4feb-83fc-f38e94a807e4";"+62 (273) 8913-3607";"Ilyas_Wijaya73@gmail.com";"3"
"be624050-3bc3-4d66-ac27-a74300c4078d";"Rika Mandasari";"a2517b34-9dee-4f3b-8fdc-f478b4c2b4e4";"1";"80";"1";"2024-08-09";"HvZ";"18";"7";"""01""";"true";"0";"4";"1";"2";"0";"4";"3";"517b5f54-909c-4c64-bda4-2d7e33e478b0";"+62 (510) 3532-0016";"Dyah83@yahoo.co.id";"4"
"5008052a-366b-4acc-b462-918e53b7a67a";"Antoni Catur";"91801eec-4951-48f4-9c15-ea0919329128";"2";"116";"0";"2024-08-09";"cOK";"3";"2";"""01""";"false";"1";"3";"4";"0";"2";"0";"0";"945e7f4f-874d-45c4-9105-8e9ba66f8438";"+62 (529) 5142-3033";"Rahayu57@gmail.com";"1"
"5021dec5-a3ee-4a4e-b7ed-2f17cf5a0bad";"Jaka Jaka Zulkarnain";"ce44d1d1-18fe-40b3-ae8c-66cfa7bc3f29";"1";"265";"0";"2024-08-09";"Kwf";"9";"1";"""00""";"true";"4";"0";"3";"4";"2";"2";"4";"6bd92ab2-8b62-458a-af1c-6859426984df";"+62 (737) 9604-2516";"Puji44@gmail.com";"0"
"dec70caf-aca5-417e-8e22-92d77ae1ff58";"Mardhiyah Yance";"b96357ef-5122-43c2-af71-fb3abe0270d7";"4";"499";"1";"2024-08-09";"Yzq";"13";"7";"""01""";"false";"2";"2";"0";"3";"4";"2";"3";"bab0ae84-b0b7-488c-8d6f-a6b07b3c8603";"+62 (605) 0921-3873";"Ella_Astuti83@gmail.co.id";"10"
"a8046327-ea7f-42b5-ac76-636538c6a3fb";"Wakiman Wakiman Supriyanto";"d6f66590-619e-4b15-bda0-a1ee9f2611e4";"1";"394";"0";"2024-08-09";"Kyu";"20";"7";"""00""";"true";"2";"3";"1";"0";"0";"3";"1";"2306a5fe-9f6a-4580-9cb5-261991aa4b39";"+62 (109) 6888-4932";"Caraka_Haryanto@gmail.com";"7"
"bcc2d567-1bdf-49d2-8596-ce7e95520967";"Permadi Rahman";"66f166e3-f7b8-4472-aa0a-5fb45c8d67ae";"4";"222";"0";"2024-08-09";"sII";"13";"5";"""01""";"true";"4";"0";"3";"0";"1";"0";"1";"d525018f-5556-4b8a-9692-974c291550e4";"+62 (892) 8022-4748";"Parman96@gmail.com";"3"
"6fbb6ed3-961b-4f48-acc3-7789c55e2a34";"Maheswari Widya";"f17c4e12-84fe-469f-bb67-2eb74853f4aa";"4";"286";"0";"2024-08-09";"SsR";"1";"5";"""00""";"true";"0";"0";"0";"3";"0";"1";"1";"924afb3c-cb62-482c-a414-242bd6a0aa93";"+62 (230) 9128-8686";"Gina.Azizah74@yahoo.co.id";"8"
"d67f80fd-786e-4d25-b13f-c2853611fc8a";"Wani Leilani";"f4a65ff7-c3fe-4c78-a486-c4a78a296417";"2";"297";"0";"2024-08-09";"xdB";"18";"11";"""01""";"false";"1";"3";"1";"1";"0";"3";"3";"50fc97c4-4c48-4795-aaa2-f36fa0bd0661";"+62 (634) 6508-0588";"Asman.Narpati@yahoo.com";"7"
"ab669224-937c-4962-8233-e8c6c703b8c9";"Malik Kuswoyo";"29510e03-db5e-4797-a0d3-dccba599495e";"1";"294";"0";"2024-08-09";"EeI";"17";"20";"""01""";"true";"3";"1";"1";"3";"3";"2";"0";"fae7364c-1829-4d70-bc79-fe2358afb20d";"+62 (097) 8939-3380";"Balapati_Antoni22@gmail.com";"8"
"bcd6298f-927c-47c2-996b-9800080a77c1";"Hasta Syahreza";"4b917821-0d72-499f-ae87-3064990279e7";"1";"312";"1";"2024-08-09";"JUE";"13";"8";"""01""";"true";"4";"1";"0";"2";"3";"4";"1";"e6c8ead5-a4d9-4817-9c00-ecaa8dafd9ad";"+62 (547) 3867-1558";"Salman87@gmail.com";"1"
"93b3ade2-f9f2-4ed0-850e-cad87cfb7407";"Winarno Elon";"ecdde398-4485-4e7d-89a4-b5393fbb48a2";"3";"137";"1";"2024-08-09";"AVu";"7";"4";"""01""";"false";"1";"1";"4";"0";"2";"1";"4";"d9349329-39f7-4c6b-b199-03beaad59e30";"+62 (758) 1310-7306";"Salwa45@yahoo.com";"3"
"0b940523-d9a2-406c-97b9-5a4ee6afbad4";"Yuliana Yuliana Saputri";"fec3ac08-0298-4df4-bf7c-f5bc519ad027";"1";"276";"0";"2024-08-09";"AFb";"3";"15";"""00""";"true";"3";"1";"1";"0";"4";"2";"0";"c12ff128-44a1-4599-8073-eadc594d136c";"+62 (306) 5409-4587";"Harja.Purnama@yahoo.co.id";"1"
"2231bac6-f3f8-46a5-be0e-35512fc6fa4d";"Yance Anandya";"020647d4-99cc-48dd-9fbe-5105867fc152";"4";"96";"0";"2024-08-09";"NeQ";"1";"19";"""01""";"true";"3";"3";"3";"3";"4";"0";"1";"22f74fda-be39-4e1f-8899-2f81d47f983d";"+62 (937) 8626-0508";"Ella_Zahrah5@gmail.com";"3"
"4d0095fb-ba7f-4e91-ae29-aa28b45a77c5";"Zalindra Hasanah";"31dbc259-9f62-4355-8e40-f77ce6d9e24c";"3";"384";"0";"2024-08-09";"RUQ";"8";"14";"""01""";"true";"1";"0";"2";"4";"3";"4";"4";"e107fcad-291b-4598-90b8-a93a08b35771";"+62 (601) 6716-5594";"Gandi_Rendra@gmail.co.id";"8"
"e3760891-daca-4281-8e58-9d816946fefd";"Bakda Marpaung";"c6416f62-8380-436f-b03b-9c162af2ba70";"1";"406";"1";"2024-08-09";"SNj";"13";"20";"""00""";"true";"2";"4";"4";"2";"0";"3";"0";"7db86c47-1aed-4ef4-bced-f250a2b5df9d";"+62 (418) 2824-2175";"Dian.Hartati@yahoo.com";"9"
"35417fdc-be95-4c7b-9eab-e13a79de2420";"Erik Tamba";"f6b3bd85-c15f-4240-a114-73b38d58ee52";"3";"193";"0";"2024-08-09";"Mnp";"19";"1";"""00""";"true";"1";"4";"2";"4";"4";"1";"2";"a558784b-dd78-4b18-9938-bb8b724c621c";"+62 (759) 9646-6468";"Yosef.Wahyudin@gmail.com";"9"
"0a8c84a6-9454-41aa-a249-55a0c97411b5";"Yuni Hastuti";"632cc472-24c4-4ef4-868b-12c2e6f9cb81";"1";"205";"0";"2024-08-09";"mHv";"6";"12";"""01""";"false";"1";"3";"3";"3";"3";"4";"0";"62d9db79-d253-4071-8fba-8da3091c4084";"+62 (061) 6148-6287";"Eli28@yahoo.com";"10"
"fa85f040-a5cc-4219-b323-4bbf6dcdd5bb";"Gilda Gilda Wulandari";"a67eadfa-9a0d-483f-ab9b-0a5597763762";"4";"430";"1";"2024-08-09";"hhE";"4";"6";"""01""";"true";"1";"4";"4";"1";"2";"3";"1";"7fbe1ea8-3b7b-4f58-8175-8947b4680755";"+62 (854) 9551-2476";"Gaman.Prasetya33@yahoo.com";"7"
"03436479-ce98-4bf9-91c4-299881e6f3ea";"Padmasari Tami";"84c99926-16f9-4b63-b207-04625d6bc1b2";"3";"60";"0";"2024-08-09";"Axy";"12";"20";"""01""";"false";"3";"2";"2";"1";"4";"2";"3";"c34878fa-52ff-4d65-ad39-d9a56c7fee0b";"+62 (662) 0256-2494";"Harjaya_Abimanyu46@gmail.com";"2"
"9b822206-2c20-45e1-98ad-f09db9b04d03";"Andriani Sabrina";"d592e76c-dd7c-475a-a713-82f9cb5b40fd";"4";"421";"1";"2024-08-09";"IzR";"18";"16";"""01""";"true";"3";"2";"2";"0";"1";"0";"0";"55ad02a7-e2f6-4094-b7fa-b5af9925656a";"+62 (941) 1999-3507";"Bahuwirya_Napitupulu@yahoo.co.id";"10"
"cdecda12-bd9a-4b85-8b08-2605d2f4830f";"Astuti Paramita";"dda49504-e099-40b6-9a5c-24f30c649f1a";"1";"322";"0";"2024-08-09";"PWF";"17";"6";"""00""";"false";"3";"1";"2";"2";"1";"1";"2";"0a1ff2a3-8c29-46be-8a84-628d38089628";"+62 (641) 1197-5708";"Vera.Riyanti@yahoo.co.id";"6"
"b9aeeeae-a5d1-4d4c-a3fc-7630a376ff4f";"Nasab Alamsyah";"61fbd6fb-dd4d-4a58-825b-4439ffe59a49";"4";"283";"1";"2024-08-09";"ELE";"20";"16";"""01""";"true";"0";"3";"0";"1";"2";"2";"2";"a7c8b5b1-1836-4e89-84be-39ea57f69f61";"+62 (598) 0642-3276";"Naradi.Perdana53@gmail.co.id";"9"
"f45a5bd8-2341-4b74-b161-746a5738a2d0";"Yulianti Vanya";"ca685e23-a91c-4f2d-abc9-1ef6443ece10";"3";"318";"0";"2024-08-09";"zYt";"4";"17";"""01""";"false";"1";"2";"0";"1";"0";"2";"1";"d29ce905-f23c-4827-8aba-3f600dfcd28f";"+62 (407) 0419-5910";"Bakda.Widodo@yahoo.co.id";"8"
"49a3b1a5-ec95-4c4e-b0be-c9b4325e0e37";"Purnama Bala";"295104e4-bba2-4e67-a5aa-d140777dae7c";"4";"285";"0";"2024-08-09";"gjW";"13";"9";"""00""";"false";"4";"1";"0";"3";"2";"4";"1";"554c9c01-ca52-4a4b-b326-cc4a07014273";"+62 (880) 7855-8564";"Mahdi.Ardana@gmail.com";"8"
"c5b21f1a-4884-48f8-aa3d-c05f1c6d027c";"Hakim Cahya";"b3439db4-eacb-4eb4-b372-2bd8c37fec14";"3";"302";"0";"2024-08-09";"ggX";"5";"2";"""01""";"true";"3";"4";"0";"4";"4";"4";"4";"49333a6b-0022-445d-9d66-e48814ebfa63";"+62 (890) 9580-2718";"Saadat_Permadi1@gmail.com";"7"
"442eb66f-897d-41b1-ac62-346b38889625";"Jamil Hidayanto";"56c15fdb-0138-4ac8-ad90-37306a0f3611";"3";"353";"0";"2024-08-09";"izd";"7";"3";"""01""";"true";"2";"1";"4";"3";"0";"0";"0";"3c269be7-e0ff-4442-b302-8d2ea415b7ef";"+62 (505) 8332-2966";"Jaka68@gmail.com";"3"
"89f3da12-6b88-4b0d-afd7-567646558f21";"Gantar Gantar Bagaskara";"2de8257e-3385-40d7-8b13-9d0c3008798c";"1";"265";"0";"2024-08-09";"pNn";"4";"20";"""00""";"false";"3";"2";"4";"2";"4";"2";"2";"ab8e8c15-333d-4df2-a470-f4c48cb756b3";"+62 (934) 1282-7933";"Samsul12@gmail.co.id";"5"
"d7db5dda-70e8-49aa-b742-9ac38a2b993e";"Aurelia Rachel";"d0b5bbc8-373a-4297-91ff-16631d796c34";"1";"338";"1";"2024-08-09";"peL";"16";"11";"""00""";"true";"2";"4";"1";"0";"0";"2";"0";"16799eea-1f39-484f-b345-ce7a7e69337a";"+62 (350) 2064-1420";"Queen_Fujiati@gmail.co.id";"9"
"c3aad785-2e53-4712-b927-b29cbb782efa";"Perdana Najam";"04552c68-ebeb-458f-9979-3f9ffb11188f";"2";"324";"0";"2024-08-09";"xHa";"16";"13";"""01""";"false";"1";"1";"3";"0";"1";"3";"0";"c4cd6c77-b4bc-459b-be55-ad333672ed17";"+62 (053) 8058-3542";"Anita_Hastuti57@gmail.co.id";"6"
"d746d412-44c6-4312-ae4e-0d18706ff095";"Mandasari Sasha";"d545b19d-b9ab-442a-bd68-2035b518e58b";"2";"224";"1";"2024-08-09";"ROt";"4";"17";"""00""";"true";"2";"1";"4";"1";"0";"4";"4";"b3237393-9aab-40bf-9a18-cdee0f039d63";"+62 (851) 8073-0303";"Naura.Anjani44@yahoo.co.id";"0"
"4ed5bbf2-f54e-448e-acc2-63704df22d7c";"Queen Mandasari";"a5441eff-06da-4ad6-8e0a-4baf867df16f";"1";"262";"1";"2024-08-09";"pNU";"17";"4";"""00""";"false";"4";"1";"1";"2";"2";"3";"0";"7a23a866-2705-4706-8a10-018dba9055f2";"+62 (497) 2268-1290";"Nrima34@yahoo.com";"7"
"8be2b4b9-286a-4dd4-a60f-4476de0301fe";"Zulkarnain Prabowo";"10e239a6-ad0c-417f-9947-c26b7d619d98";"1";"93";"1";"2024-08-09";"vMh";"18";"7";"""01""";"false";"1";"1";"2";"1";"2";"4";"4";"5e0fb280-5ea2-4768-b0fb-58314b1be930";"+62 (515) 1075-6826";"Gadang87@gmail.co.id";"6"
"1e5a62ee-a18f-4992-ad21-799d1cbac56c";"Mala Mala Fernanda";"63ea2dac-acc2-467a-9d19-fd77d3a55dd0";"2";"88";"0";"2024-08-09";"xyU";"18";"4";"""01""";"false";"4";"2";"4";"0";"3";"1";"2";"dcccc8bc-85b0-4934-b3cb-a943175e215a";"+62 (326) 0594-4520";"Rahmat65@gmail.com";"7"
"bbf7bf3b-1380-4afd-96a0-a6f4062b5bb2";"Argono Argono Pradana";"7a035f41-88c9-4c60-b942-c834e23b6e5d";"3";"483";"0";"2024-08-09";"zsw";"2";"14";"""00""";"false";"0";"1";"2";"1";"1";"2";"2";"78daee85-0c31-48bc-8be7-05637b308d5a";"+62 (028) 5778-9733";"Taufik4@gmail.co.id";"7"
"90cf94da-e272-4db1-8647-ca4d812cc85b";"Sudiati Belinda";"e9c86778-98af-428f-abc0-981d6c86aecf";"2";"101";"1";"2024-08-09";"IsO";"19";"7";"""01""";"true";"2";"1";"4";"1";"4";"0";"3";"e62d011c-6e37-4931-85e5-604d11e80ed4";"+62 (543) 5278-6600";"Bahuwirya.Waskita87@yahoo.com";"7"
"c9af53fe-5102-4479-98c1-755ecda4f560";"Wahyudin Bahuwarna";"40a2fbc5-0d4f-4932-8cb3-d19cef677acc";"2";"215";"1";"2024-08-09";"wiN";"15";"15";"""01""";"true";"0";"4";"1";"1";"0";"2";"2";"9557b754-d9e8-4cb3-becb-b5791e1f36d6";"+62 (640) 7227-4476";"Heryanto27@yahoo.com";"4"
"779620b0-f8ed-4859-9979-dbc69699d151";"Calista Calista Maheswari";"2cb507e1-b5c9-4525-a780-9a40db996df6";"4";"186";"0";"2024-08-09";"hGY";"4";"1";"""00""";"true";"4";"3";"4";"2";"4";"2";"0";"127348db-a622-472e-a029-eb00e662305f";"+62 (030) 4187-3670";"Karsa9@yahoo.co.id";"0"
"0b70dd1a-5a3c-470c-8b06-00abea5c4ef1";"Ana Maryati";"fd6ee6f1-9d61-4ad0-907f-680120199dcf";"2";"346";"1";"2024-08-09";"nDJ";"12";"5";"""00""";"true";"3";"1";"1";"0";"0";"3";"2";"38e51b8f-bf08-449b-afc4-4714b98304b7";"+62 (754) 4423-2183";"Alika_Winarsih@yahoo.com";"10"
"c9245028-095a-467b-83db-e4551d483a85";"Jarwi Jarwi Sabian";"60bb0dd2-eaa7-45b5-8885-ae4f991f7e14";"3";"376";"1";"2024-08-09";"dpI";"4";"16";"""01""";"true";"3";"4";"3";"3";"3";"0";"3";"5f2c6d3d-366f-4808-8f90-48d049fd04ba";"+62 (920) 5084-0945";"Ella_Wastuti52@yahoo.com";"2"
"30138f73-8b7c-44c9-a0da-c8fa44b53062";"Mala Mala Hassanah";"f6f4a4ef-7bb2-4919-af17-801662b88991";"3";"261";"0";"2024-08-09";"dST";"8";"2";"""01""";"false";"1";"4";"2";"3";"3";"3";"1";"5fa4695c-8f3d-4ba6-b2dd-2ebfb1d324e4";"+62 (912) 7795-2517";"Hasna_Salsabilla20@yahoo.co.id";"1"
"eae45615-e5b9-46b8-97c4-6868b36132b1";"Samsul Samsul Nababan";"0eda4b97-55fd-4f3a-8d67-e92b0ab15256";"4";"451";"1";"2024-08-09";"ggi";"16";"18";"""01""";"false";"2";"0";"3";"2";"1";"3";"0";"57302333-9d40-4ba2-ac0b-f75e7a272ba7";"+62 (872) 4658-8307";"Yessi_Rahmawati@gmail.co.id";"9"
"46156661-5f22-4036-b287-6a3ecab8f613";"Puspita Kirana";"66be45e9-38f8-44e3-8ba1-9e77347eb7e9";"1";"324";"0";"2024-08-09";"vIp";"12";"20";"""01""";"false";"2";"2";"1";"4";"1";"4";"1";"f9872673-7758-478a-a285-eefb2ec52347";"+62 (415) 6212-4874";"Kirana.Zahrah43@yahoo.co.id";"8"
"3400fb1b-7d13-4dc3-aff0-6e5c0b9f952b";"Gadang Kusumo";"83df9aa3-3371-4226-a623-bdec9cd376ae";"3";"229";"0";"2024-08-09";"Knn";"16";"19";"""00""";"false";"3";"4";"4";"0";"1";"4";"4";"35d2f77a-9be1-434d-af49-5590dffd315e";"+62 (199) 2227-7966";"Daniswara88@yahoo.com";"10"
"d0e2eecd-c2f2-4102-8c50-e173221ea55b";"Clara Yuniar";"d5a9ca6c-bdae-4021-adfc-fa88ac055ba1";"4";"211";"1";"2024-08-09";"yJt";"11";"7";"""01""";"true";"1";"2";"3";"3";"4";"0";"1";"a3c724bd-80e5-4629-b644-5146d488b147";"+62 (395) 7988-7949";"Asirwanda.Iswahyudi13@gmail.co.id";"10"
"057b9736-fa44-4cab-8db8-e723efefa18f";"Kadir Winarno";"ec369623-8560-4777-926c-af74a4ce7d20";"3";"9";"1";"2024-08-09";"LKt";"3";"11";"""00""";"true";"1";"3";"0";"3";"3";"2";"1";"0f0d0736-fd47-4a8c-a9b0-640f04cab2d4";"+62 (129) 1340-8251";"Karya37@yahoo.com";"6"
"4f129b0d-875f-4952-a6e2-18d82a542c07";"Galiono Galiono Haryanto";"15d45070-f9ca-4af4-8679-9f31b5fa822f";"3";"11";"0";"2024-08-09";"eaz";"18";"16";"""00""";"false";"3";"4";"1";"4";"3";"1";"0";"b7e63f2e-39b0-4084-badc-38ffeee7a822";"+62 (081) 7267-9428";"Maya.Rahayu9@yahoo.com";"1"
"4a24c7c6-609f-4ea9-8578-80b65de41a2f";"Waskita Jatmiko";"b82fb2eb-4877-411a-a14c-5de42f13156e";"1";"335";"1";"2024-08-09";"muc";"2";"2";"""01""";"true";"4";"1";"2";"3";"2";"1";"2";"7b0661db-dd8a-4000-9382-1920e50161a2";"+62 (617) 1499-6525";"Ellis37@gmail.com";"1"
"408946c7-0f4f-4f27-b44c-a2c40ab62bfe";"Retno Fujiati";"55f1ba65-1e67-4e2a-b4b1-4c7dcbb93d11";"4";"337";"0";"2024-08-09";"xyS";"14";"20";"""01""";"true";"2";"1";"4";"4";"1";"1";"0";"5d1732a2-08ba-4e1b-a429-66ff5163ca3e";"+62 (318) 9461-3027";"Lega50@yahoo.com";"7"
"663a8c03-f3ef-4d21-8999-c5d1f195db43";"Lintang Winarsih";"870ff5f2-13dd-48b0-9f64-7de3dc192f31";"2";"90";"1";"2024-08-09";"oTI";"19";"6";"""00""";"true";"3";"1";"4";"3";"3";"4";"4";"1045d847-94f4-4e26-aea3-987ddb5e7bd3";"+62 (218) 0144-6585";"Ulva_Suryatmi@gmail.co.id";"9"
"a2b8640b-2e5a-4a8f-96b3-4961d1a33a37";"Asman Jailani";"0c7b71a4-429f-4d0f-a6a9-279322efe741";"3";"136";"1";"2024-08-09";"pdz";"5";"1";"""01""";"true";"1";"3";"3";"2";"3";"4";"3";"c9117316-4470-4ee7-bd69-406fc3e3a767";"+62 (620) 1200-9266";"Lestari48@yahoo.co.id";"9"
"258db0fa-4f8b-4eb4-ab5e-03851c0c01f4";"Azzahra Gina";"2fdadba8-ae10-43a2-8b5b-412a553b71ed";"1";"92";"0";"2024-08-09";"NZj";"9";"18";"""01""";"true";"3";"0";"2";"0";"0";"0";"0";"6aa6ec1c-e465-4f1a-9406-71cffbf001e6";"+62 (680) 6537-3021";"Leo25@gmail.com";"8"
"680209b5-befa-44db-ba0e-d3a09b2cbe58";"Karta Karta Maryadi";"abb80f00-28f0-4290-ad32-fef9116e6ea4";"4";"198";"1";"2024-08-09";"oVh";"1";"3";"""01""";"false";"1";"3";"4";"4";"0";"3";"2";"8da981a0-6521-44f7-a704-9a9c4f31a543";"+62 (692) 3618-5691";"Devi.Saraswati43@yahoo.co.id";"7"
